Beat,Chapter,Scene,Order,Character,Voice,Line,Words,Ordering,Cue,File
13,CH3 MOVING UP,Silver Pines,122,BIG UNCLE LOU SPUTTHOLE,lou1,You have it.,3,"TREE — dialogue tree, authored order",vo.golf.h1.lou.you_have_it,vo.golf.h1.lou.you_have_it.mp3
13,CH3 MOVING UP,Silver Pines,123,BIG UNCLE LOU SPUTTHOLE,lou1,You sat down. You listened. You waited. Same rules out here.,11,"TREE — dialogue tree, authored order",vo.golf.h1.lou.you_sat_down,vo.golf.h1.lou.you_sat_down.mp3
13,CH3 MOVING UP,Silver Pines,124,Tony (the Prospect),player,Is this a test? Because everything’s been a test and nobody tells me the results.,15,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.another_test,vo.golf.h1.prospect.another_test.mp3
13,CH3 MOVING UP,Silver Pines,125,Tony (the Prospect),player,I own better shoes.,4,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.arrival_better_shoes,vo.golf.h1.prospect.arrival_better_shoes.mp3
13,CH3 MOVING UP,Silver Pines,126,Tony (the Prospect),player,You said eight. It’s eight.,5,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.arrival_on_time,vo.golf.h1.prospect.arrival_on_time.mp3
13,CH3 MOVING UP,Silver Pines,127,Tony (the Prospect),player,I thought this was work.,5,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.arrival_thought_work,vo.golf.h1.prospect.arrival_thought_work.mp3
13,CH3 MOVING UP,Silver Pines,128,Tony (the Prospect),player,For who?,2,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.changed_for_who,vo.golf.h1.prospect.changed_for_who.mp3
13,CH3 MOVING UP,Silver Pines,129,Tony (the Prospect),player,I didn’t do it for a reward.,7,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.didnt_do_it_for_reward,vo.golf.h1.prospect.didnt_do_it_for_reward.mp3
13,CH3 MOVING UP,Silver Pines,130,Tony (the Prospect),player,I figured I earned a morning off.,7,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.earned_morning_off,vo.golf.h1.prospect.earned_morning_off.mp3
13,CH3 MOVING UP,Silver Pines,131,Tony (the Prospect),player,Fine good or fine bad?,5,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.fine_good_or_bad,vo.golf.h1.prospect.fine_good_or_bad.mp3
13,CH3 MOVING UP,Silver Pines,132,Tony (the Prospect),player,I got lucky.,3,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.got_lucky,vo.golf.h1.prospect.got_lucky.mp3
13,CH3 MOVING UP,Silver Pines,133,Tony (the Prospect),player,How much are we putting?,5,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.how_much_are_we_putting,vo.golf.h1.prospect.how_much_are_we_putting.mp3
13,CH3 MOVING UP,Silver Pines,134,Tony (the Prospect),player,How much break?,3,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.how_much_break,vo.golf.h1.prospect.how_much_break.mp3
13,CH3 MOVING UP,Silver Pines,135,Tony (the Prospect),player,I came back.,3,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.i_came_back,vo.golf.h1.prospect.i_came_back.mp3
13,CH3 MOVING UP,Silver Pines,136,Tony (the Prospect),player,It’s all love.,3,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.its_all_love,vo.golf.h1.prospect.its_all_love.mp3
13,CH3 MOVING UP,Silver Pines,137,Tony (the Prospect),player,I kept everybody moving.,4,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.kept_everybody_moving,vo.golf.h1.prospect.kept_everybody_moving.mp3
13,CH3 MOVING UP,Silver Pines,138,Tony (the Prospect),player,You needed a fourth.,4,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.needed_a_fourth,vo.golf.h1.prospect.needed_a_fourth.mp3
13,CH3 MOVING UP,Silver Pines,139,Tony (the Prospect),player,No practice swing?,3,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.no_practice_swing,vo.golf.h1.prospect.no_practice_swing.mp3
13,CH3 MOVING UP,Silver Pines,140,Tony (the Prospect),player,You said this was intentional.,5,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.said_it_was_intentional,vo.golf.h1.prospect.said_it_was_intentional.mp3
13,CH3 MOVING UP,Silver Pines,141,Tony (the Prospect),player,Should I be worried?,4,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.should_i_worry,vo.golf.h1.prospect.should_i_worry.mp3
13,CH3 MOVING UP,Silver Pines,142,Tony (the Prospect),player,It was sitting wrong.,4,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.sitting_wrong,vo.golf.h1.prospect.sitting_wrong.mp3
13,CH3 MOVING UP,Silver Pines,143,Tony (the Prospect),player,That’s it?,2,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.thats_it,vo.golf.h1.prospect.thats_it.mp3
13,CH3 MOVING UP,Silver Pines,144,Tony (the Prospect),player,Understood.,1,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.understood,vo.golf.h1.prospect.understood.mp3
13,CH3 MOVING UP,Silver Pines,145,Tony (the Prospect),player,What changed?,2,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.what_changed,vo.golf.h1.prospect.what_changed.mp3
13,CH3 MOVING UP,Silver Pines,146,Tony (the Prospect),player,What did it buy me?,5,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.what_did_it_buy,vo.golf.h1.prospect.what_did_it_buy.mp3
13,CH3 MOVING UP,Silver Pines,147,Tony (the Prospect),player,What did it change?,4,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.what_did_it_change,vo.golf.h1.prospect.what_did_it_change.mp3
13,CH3 MOVING UP,Silver Pines,148,Tony (the Prospect),player,What’s the catch?,3,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.whats_the_catch,vo.golf.h1.prospect.whats_the_catch.mp3
13,CH3 MOVING UP,Silver Pines,149,Tony (the Prospect),player,So why am I here?,5,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.why_am_i_here,vo.golf.h1.prospect.why_am_i_here.mp3
13,CH3 MOVING UP,Silver Pines,150,Tony (the Prospect),player,You gave me the club.,5,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.you_gave_me_the_club,vo.golf.h1.prospect.you_gave_me_the_club.mp3
13,CH3 MOVING UP,Silver Pines,151,Tony (the Prospect),player,You said you wanted information.,5,"TREE — dialogue tree, authored order",vo.golf.h1.prospect.you_wanted_information,vo.golf.h1.prospect.you_wanted_information.mp3
13,CH3 MOVING UP,Silver Pines,152,Rippinflow,rippinflow,No. Absolutely not.,3,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.absolutely_not,vo.golf.h1.rippin.absolutely_not.mp3
13,CH3 MOVING UP,Silver Pines,153,Rippinflow,rippinflow,Aim for the bushes next time. They float better.,9,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.aim_for_the_bushes,vo.golf.h1.rippin.aim_for_the_bushes.mp3
13,CH3 MOVING UP,Silver Pines,154,Rippinflow,rippinflow,It’s all love.,3,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.all_love,vo.golf.h1.rippin.all_love.mp3
13,CH3 MOVING UP,Silver Pines,155,Rippinflow,rippinflow,It’s all love.,3,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.all_love_2,vo.golf.h1.rippin.all_love_2.mp3
13,CH3 MOVING UP,Silver Pines,156,Rippinflow,rippinflow,It’s all love.,3,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.all_love_3,vo.golf.h1.rippin.all_love_3.mp3
13,CH3 MOVING UP,Silver Pines,157,Rippinflow,rippinflow,Use the slot money and buy a lesson.,8,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.buy_a_lesson,vo.golf.h1.rippin.buy_a_lesson.mp3
13,CH3 MOVING UP,Silver Pines,158,Rippinflow,rippinflow,Or close the face and hit the ball directly.,9,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.close_the_face,vo.golf.h1.rippin.close_the_face.mp3
13,CH3 MOVING UP,Silver Pines,159,Rippinflow,rippinflow,I have credentials.,3,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.credentials,vo.golf.h1.rippin.credentials.mp3
13,CH3 MOVING UP,Silver Pines,160,Rippinflow,rippinflow,I don’t trust witnesses.,4,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.dont_trust_witnesses,vo.golf.h1.rippin.dont_trust_witnesses.mp3
13,CH3 MOVING UP,Silver Pines,161,Rippinflow,rippinflow,"Easy, Prospect.",2,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.easy_prospect,vo.golf.h1.rippin.easy_prospect.mp3
13,CH3 MOVING UP,Silver Pines,162,Rippinflow,rippinflow,Now we have enough information.,5,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.enough_information,vo.golf.h1.rippin.enough_information.mp3
13,CH3 MOVING UP,Silver Pines,163,Rippinflow,rippinflow,"Eric, this isn’t cricket.",4,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.eric_not_cricket,vo.golf.h1.rippin.eric_not_cricket.mp3
13,CH3 MOVING UP,Silver Pines,164,Rippinflow,rippinflow,Everybody came home. Money did too.,6,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.everybody_came_home,vo.golf.h1.rippin.everybody_came_home.mp3
13,CH3 MOVING UP,Silver Pines,165,Rippinflow,rippinflow,Exactly where I wanted it.,5,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.exactly_where,vo.golf.h1.rippin.exactly_where.mp3
13,CH3 MOVING UP,Silver Pines,166,Rippinflow,rippinflow,Finally. Somebody out here hits it.,6,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.finally_somebody_hits_it,vo.golf.h1.rippin.finally_somebody_hits_it.mp3
13,CH3 MOVING UP,Silver Pines,167,Rippinflow,rippinflow,First hole with us and he gets an ace?,9,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.first_hole_ace,vo.golf.h1.rippin.first_hole_ace.mp3
13,CH3 MOVING UP,Silver Pines,168,Rippinflow,rippinflow,"For him, that’s the first tee.",6,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.first_tee,vo.golf.h1.rippin.first_tee.mp3
13,CH3 MOVING UP,Silver Pines,169,Rippinflow,rippinflow,Five is fair.,3,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.five_is_fair,vo.golf.h1.rippin.five_is_fair.mp3
13,CH3 MOVING UP,Silver Pines,170,Rippinflow,rippinflow,Four.,1,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.four,vo.golf.h1.rippin.four.mp3
13,CH3 MOVING UP,Silver Pines,171,Rippinflow,rippinflow,Those are golf shoes if you stop respecting golf.,9,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.golf_shoes,vo.golf.h1.rippin.golf_shoes.mp3
13,CH3 MOVING UP,Silver Pines,172,Rippinflow,rippinflow,Good thing Lou keeps score and not grudges.,8,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.good_thing_lou_keeps_score,vo.golf.h1.rippin.good_thing_lou_keeps_score.mp3
13,CH3 MOVING UP,Silver Pines,173,Rippinflow,rippinflow,That was ground under repair.,5,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.ground_under_repair,vo.golf.h1.rippin.ground_under_repair.mp3
13,CH3 MOVING UP,Silver Pines,174,Rippinflow,rippinflow,I haven’t said anything.,4,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.havent_said_anything,vo.golf.h1.rippin.havent_said_anything.mp3
13,CH3 MOVING UP,Silver Pines,175,Rippinflow,rippinflow,Hit it again. Something might change.,6,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.hit_it_again,vo.golf.h1.rippin.hit_it_again.mp3
13,CH3 MOVING UP,Silver Pines,176,Rippinflow,rippinflow,That is hitting the hole slowly.,6,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.hitting_slowly,vo.golf.h1.rippin.hitting_slowly.mp3
13,CH3 MOVING UP,Silver Pines,177,Rippinflow,rippinflow,I do.,2,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.i_do,vo.golf.h1.rippin.i_do.mp3
13,CH3 MOVING UP,Silver Pines,178,Rippinflow,rippinflow,I’ll brief you.,3,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.ill_brief_you,vo.golf.h1.rippin.ill_brief_you.mp3
13,CH3 MOVING UP,Silver Pines,179,Rippinflow,rippinflow,I wanted information about the bunker.,6,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.information,vo.golf.h1.rippin.information.mp3
13,CH3 MOVING UP,Silver Pines,180,Rippinflow,rippinflow,I want the scorecard inspected.,5,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.inspect_scorecard,vo.golf.h1.rippin.inspect_scorecard.mp3
13,CH3 MOVING UP,Silver Pines,181,Rippinflow,rippinflow,I know what I said.,5,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.know_what_i_said,vo.golf.h1.rippin.know_what_i_said.mp3
13,CH3 MOVING UP,Silver Pines,182,Rippinflow,rippinflow,I know what I’m doing.,5,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.know_what_im_doing,vo.golf.h1.rippin.know_what_im_doing.mp3
13,CH3 MOVING UP,Silver Pines,183,Rippinflow,rippinflow,He learned that from me.,5,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.learned_that_from_me,vo.golf.h1.rippin.learned_that_from_me.mp3
13,CH3 MOVING UP,Silver Pines,184,Rippinflow,rippinflow,You left the door open and the ball outside.,9,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.left_the_door_open,vo.golf.h1.rippin.left_the_door_open.mp3
13,CH3 MOVING UP,Silver Pines,185,Rippinflow,rippinflow,No. Let him cook.,4,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.let_him_cook,vo.golf.h1.rippin.let_him_cook.mp3
13,CH3 MOVING UP,Silver Pines,186,Rippinflow,rippinflow,Let me watch you let you watch me.,8,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.let_me_watch_you,vo.golf.h1.rippin.let_me_watch_you.mp3
13,CH3 MOVING UP,Silver Pines,187,Rippinflow,rippinflow,"Let it be known, the Prospect has located grass.",9,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.located_grass,vo.golf.h1.rippin.located_grass.mp3
13,CH3 MOVING UP,Silver Pines,188,Rippinflow,rippinflow,And more expensive. Lou never pays for the fourth.,9,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.more_expensive,vo.golf.h1.rippin.more_expensive.mp3
13,CH3 MOVING UP,Silver Pines,189,Rippinflow,rippinflow,And more talking than golf.,5,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.more_talking_than_golf,vo.golf.h1.rippin.more_talking_than_golf.mp3
13,CH3 MOVING UP,Silver Pines,190,Rippinflow,rippinflow,More than that ball.,4,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.more_than_that_ball,vo.golf.h1.rippin.more_than_that_ball.mp3
13,CH3 MOVING UP,Silver Pines,191,Rippinflow,rippinflow,It needed repair.,3,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.needed_repair,vo.golf.h1.rippin.needed_repair.mp3
13,CH3 MOVING UP,Silver Pines,192,Rippinflow,rippinflow,Next one’s long.,3,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.next_ones_long,vo.golf.h1.rippin.next_ones_long.mp3
13,CH3 MOVING UP,Silver Pines,193,Rippinflow,rippinflow,Not on the scorecard.,4,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.not_on_the_scorecard,vo.golf.h1.rippin.not_on_the_scorecard.mp3
13,CH3 MOVING UP,Silver Pines,194,Rippinflow,rippinflow,It is not the whole job.,6,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.not_the_whole_job,vo.golf.h1.rippin.not_the_whole_job.mp3
13,CH3 MOVING UP,Silver Pines,195,Rippinflow,rippinflow,Good. Now it’s a meeting.,5,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.now_its_a_meeting,vo.golf.h1.rippin.now_its_a_meeting.mp3
13,CH3 MOVING UP,Silver Pines,196,Rippinflow,rippinflow,That is the oldest-man shot I’ve ever seen.,8,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.oldest_man_shot,vo.golf.h1.rippin.oldest_man_shot.mp3
13,CH3 MOVING UP,Silver Pines,197,Rippinflow,rippinflow,"Par three. One-sixty-seven. Water right, bunker left, dignity everywhere.",9,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.par_three,vo.golf.h1.rippin.par_three.mp3
13,CH3 MOVING UP,Silver Pines,198,Rippinflow,rippinflow,Piping hot.,2,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.piping_hot,vo.golf.h1.rippin.piping_hot.mp3
13,CH3 MOVING UP,Silver Pines,199,Rippinflow,rippinflow,Piping hot.,2,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.piping_hot_2,vo.golf.h1.rippin.piping_hot_2.mp3
13,CH3 MOVING UP,Silver Pines,200,Rippinflow,rippinflow,A plane has a runway.,5,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.plane_has_a_runway,vo.golf.h1.rippin.plane_has_a_runway.mp3
13,CH3 MOVING UP,Silver Pines,201,Rippinflow,rippinflow,"Let it be known, I reject the event.",8,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.reject_the_event,vo.golf.h1.rippin.reject_the_event.mp3
13,CH3 MOVING UP,Silver Pines,202,Rippinflow,rippinflow,Safe.,1,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.safe_1,vo.golf.h1.rippin.safe_1.mp3
13,CH3 MOVING UP,Silver Pines,203,Rippinflow,rippinflow,Safe.,1,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.safe_2,vo.golf.h1.rippin.safe_2.mp3
13,CH3 MOVING UP,Silver Pines,204,Rippinflow,rippinflow,He’s saving his words for the scorecard.,7,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.saving_words,vo.golf.h1.rippin.saving_words.mp3
13,CH3 MOVING UP,Silver Pines,205,Rippinflow,rippinflow,He has several trees first.,5,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.several_trees_first,vo.golf.h1.rippin.several_trees_first.mp3
13,CH3 MOVING UP,Silver Pines,206,Rippinflow,rippinflow,Slots aren’t golf.,3,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.slots_arent_golf,vo.golf.h1.rippin.slots_arent_golf.mp3
13,CH3 MOVING UP,Silver Pines,207,Rippinflow,rippinflow,"Front-row table, golf with Lou. Prospect’s social calendar is piping hot.",11,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.social_calendar,vo.golf.h1.rippin.social_calendar.mp3
13,CH3 MOVING UP,Silver Pines,208,Rippinflow,rippinflow,Still invited.,2,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.still_invited,vo.golf.h1.rippin.still_invited.mp3
13,CH3 MOVING UP,Silver Pines,209,Rippinflow,rippinflow,Still moving.,2,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.still_moving_1,vo.golf.h1.rippin.still_moving_1.mp3
13,CH3 MOVING UP,Silver Pines,210,Rippinflow,rippinflow,Still moving.,2,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.still_moving_2,vo.golf.h1.rippin.still_moving_2.mp3
13,CH3 MOVING UP,Silver Pines,211,Rippinflow,rippinflow,So THE TAKE was the big one.,7,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.take_was_the_big_one,vo.golf.h1.rippin.take_was_the_big_one.mp3
13,CH3 MOVING UP,Silver Pines,212,Rippinflow,rippinflow,That is criminal.,3,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.that_is_criminal,vo.golf.h1.rippin.that_is_criminal.mp3
13,CH3 MOVING UP,Silver Pines,213,Rippinflow,rippinflow,That’s golf.,2,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.thats_golf,vo.golf.h1.rippin.thats_golf.mp3
13,CH3 MOVING UP,Silver Pines,214,Rippinflow,rippinflow,You got thirty fucking seconds before I start coaching.,9,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.thirty_seconds,vo.golf.h1.rippin.thirty_seconds.mp3
13,CH3 MOVING UP,Silver Pines,215,Rippinflow,rippinflow,He took his time. That was the problem.,8,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.took_his_time,vo.golf.h1.rippin.took_his_time.mp3
13,CH3 MOVING UP,Silver Pines,216,Rippinflow,rippinflow,Two schools of thought.,4,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.two_schools,vo.golf.h1.rippin.two_schools.mp3
13,CH3 MOVING UP,Silver Pines,217,Rippinflow,rippinflow,I’m visualizing Hole Two.,4,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.visualizing_hole_two,vo.golf.h1.rippin.visualizing_hole_two.mp3
13,CH3 MOVING UP,Silver Pines,218,Rippinflow,rippinflow,Watch this.,2,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.watch_this,vo.golf.h1.rippin.watch_this.mp3
13,CH3 MOVING UP,Silver Pines,219,Rippinflow,rippinflow,Welcome.,1,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.welcome,vo.golf.h1.rippin.welcome.mp3
13,CH3 MOVING UP,Silver Pines,220,Rippinflow,rippinflow,It was. Yours worries me.,5,"TREE — dialogue tree, authored order",vo.golf.h1.rippin.yours_worries_me,vo.golf.h1.rippin.yours_worries_me.mp3
13,CH3 MOVING UP,Silver Pines,221,Eric,eric,Last one comes back to the clubhouse.,7,"TREE — dialogue tree, authored order",vo.golf.h2.eric.clubhouse_behind_the_last,vo.golf.h2.eric.clubhouse_behind_the_last.mp3
13,CH3 MOVING UP,Silver Pines,222,Eric,eric,It doglegs right at the pines. You cannot see the corner from here.,13,"TREE — dialogue tree, authored order",vo.golf.h2.eric.dogleg_right,vo.golf.h2.eric.dogleg_right.mp3
13,CH3 MOVING UP,Silver Pines,223,Eric,eric,That is the first honest thing anybody has said on a tee this morning.,14,"TREE — dialogue tree, authored order",vo.golf.h2.eric.first_honest_thing,vo.golf.h2.eric.first_honest_thing.mp3
13,CH3 MOVING UP,Silver Pines,224,Eric,eric,Gratin still owes me a proper butter chicken. He has been to India. He has *seen* it done.,18,"TREE — dialogue tree, authored order",vo.golf.h2.eric.gratin_butter_chicken,vo.golf.h2.eric.gratin_butter_chicken.mp3
13,CH3 MOVING UP,Silver Pines,225,Eric,eric,Green’s long and it runs away from you at the back.,11,"TREE — dialogue tree, authored order",vo.golf.h2.eric.green_is_long,vo.golf.h2.eric.green_is_long.mp3
13,CH3 MOVING UP,Silver Pines,226,Eric,eric,It came on while he was over the ball. He had a point.,13,"TREE — dialogue tree, authored order",vo.golf.h2.eric.he_had_a_point,vo.golf.h2.eric.he_had_a_point.mp3
13,CH3 MOVING UP,Silver Pines,227,Eric,eric,He thinks the weather is rigged.,6,"TREE — dialogue tree, authored order",vo.golf.h2.eric.he_thinks_weather_is_rigged,vo.golf.h2.eric.he_thinks_weather_is_rigged.mp3
13,CH3 MOVING UP,Silver Pines,228,Eric,eric,I know he uses a jar. That is the entire problem.,11,"TREE — dialogue tree, authored order",vo.golf.h2.eric.i_know_he_uses_a_jar,vo.golf.h2.eric.i_know_he_uses_a_jar.mp3
13,CH3 MOVING UP,Silver Pines,229,Eric,eric,It was windy.,3,"TREE — dialogue tree, authored order",vo.golf.h2.eric.it_was_windy,vo.golf.h2.eric.it_was_windy.mp3
13,CH3 MOVING UP,Silver Pines,230,Eric,eric,Let him think.,3,"TREE — dialogue tree, authored order",vo.golf.h2.eric.let_him_think,vo.golf.h2.eric.let_him_think.mp3
13,CH3 MOVING UP,Silver Pines,231,Eric,eric,The sand is on that line.,6,"TREE — dialogue tree, authored order",vo.golf.h2.eric.sand_is_on_that_line,vo.golf.h2.eric.sand_is_on_that_line.mp3
13,CH3 MOVING UP,Silver Pines,232,Eric,eric,Six.,1,"TREE — dialogue tree, authored order",vo.golf.h2.eric.six,vo.golf.h2.eric.six.mp3
13,CH3 MOVING UP,Silver Pines,233,Eric,eric,That is not what happened.,5,"TREE — dialogue tree, authored order",vo.golf.h2.eric.that_is_not_what_happened,vo.golf.h2.eric.that_is_not_what_happened.mp3
13,CH3 MOVING UP,Silver Pines,234,Eric,eric,That is the game.,4,"TREE — dialogue tree, authored order",vo.golf.h2.eric.that_is_the_game,vo.golf.h2.eric.that_is_the_game.mp3
13,CH3 MOVING UP,Silver Pines,235,Eric,eric,That is the sand.,4,"TREE — dialogue tree, authored order",vo.golf.h2.eric.that_is_the_sand,vo.golf.h2.eric.that_is_the_sand.mp3
13,CH3 MOVING UP,Silver Pines,236,Eric,eric,That was a compliment.,4,"TREE — dialogue tree, authored order",vo.golf.h2.eric.that_was_a_compliment,vo.golf.h2.eric.that_was_a_compliment.mp3
13,CH3 MOVING UP,Silver Pines,237,Eric,eric,There is sand there.,4,"TREE — dialogue tree, authored order",vo.golf.h2.eric.there_is_sand_there,vo.golf.h2.eric.there_is_sand_there.mp3
13,CH3 MOVING UP,Silver Pines,238,Eric,eric,That is two instructions.,4,"TREE — dialogue tree, authored order",vo.golf.h2.eric.two_instructions,vo.golf.h2.eric.two_instructions.mp3
13,CH3 MOVING UP,Silver Pines,239,Eric,eric,The walls need work.,4,"TREE — dialogue tree, authored order",vo.golf.h2.eric.walls_need_work,vo.golf.h2.eric.walls_need_work.mp3
13,CH3 MOVING UP,Silver Pines,240,BIG UNCLE LOU SPUTTHOLE,lou1,They’re both simple.,3,"TREE — dialogue tree, authored order",vo.golf.h2.lou.both_simple,vo.golf.h2.lou.both_simple.mp3
13,CH3 MOVING UP,Silver Pines,241,BIG UNCLE LOU SPUTTHOLE,lou1,Don’t.,1,"TREE — dialogue tree, authored order",vo.golf.h2.lou.dont,vo.golf.h2.lou.dont.mp3
13,CH3 MOVING UP,Silver Pines,242,BIG UNCLE LOU SPUTTHOLE,lou1,Don’t copy me. I’m playing this for a five and I’m happy about it.,14,"TREE — dialogue tree, authored order",vo.golf.h2.lou.dont_copy_me,vo.golf.h2.lou.dont_copy_me.mp3
13,CH3 MOVING UP,Silver Pines,243,BIG UNCLE LOU SPUTTHOLE,lou1,Driver. Both of you.,4,"TREE — dialogue tree, authored order",vo.golf.h2.lou.driver,vo.golf.h2.lou.driver.mp3
13,CH3 MOVING UP,Silver Pines,244,BIG UNCLE LOU SPUTTHOLE,lou1,Good ole days.,3,"TREE — dialogue tree, authored order",vo.golf.h2.lou.good_ole_days,vo.golf.h2.lou.good_ole_days.mp3
13,CH3 MOVING UP,Silver Pines,245,BIG UNCLE LOU SPUTTHOLE,lou1,He did not cry.,4,"TREE — dialogue tree, authored order",vo.golf.h2.lou.he_did_not_cry,vo.golf.h2.lou.he_did_not_cry.mp3
13,CH3 MOVING UP,Silver Pines,246,BIG UNCLE LOU SPUTTHOLE,lou1,He’s right about the weather.,5,"TREE — dialogue tree, authored order",vo.golf.h2.lou.hes_right_about_the_weather,vo.golf.h2.lou.hes_right_about_the_weather.mp3
13,CH3 MOVING UP,Silver Pines,247,BIG UNCLE LOU SPUTTHOLE,lou1,I know they are. That’s why he’s here.,8,"TREE — dialogue tree, authored order",vo.golf.h2.lou.i_know_they_are,vo.golf.h2.lou.i_know_they_are.mp3
13,CH3 MOVING UP,Silver Pines,248,BIG UNCLE LOU SPUTTHOLE,lou1,I’m in the fairway. They’re in a conversation about sand.,10,"TREE — dialogue tree, authored order",vo.golf.h2.lou.im_in_the_fairway,vo.golf.h2.lou.im_in_the_fairway.mp3
13,CH3 MOVING UP,Silver Pines,249,BIG UNCLE LOU SPUTTHOLE,lou1,I’m playing for a five.,5,"TREE — dialogue tree, authored order",vo.golf.h2.lou.im_playing_for_a_five,vo.golf.h2.lou.im_playing_for_a_five.mp3
